year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2002,8,12,Sulaymaniyah,Halabjah,35.183333,45.983333,Armed Assault,Utilities,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2002,8,31,Sulaymaniyah,Halabjah,35.183333,45.983333,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Dynamite/TNT,1,0,1,0,0,0
2002,11,26,Sulaymaniyah,Halabjah,35.183333,45.983333,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Land Mine,2,0,0,0,0,0
2003,2,26,Sulaymaniyah,Halabjah,35.183333,45.983333,Bombing/Explosion,Military,Iraq,Ansar al-Islam,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4,0,1,0,0,0
2003,3,22,Sulaymaniyah,Khurmal,35.302275,46.035178,Bombing/Explosion,Journalists & Media,Multinational,Ansar al-Islam,Explosives/Bombs/Dynamite,Vehicle,4,0,0,9,0,0
2003,3,29,Najaf,Najaf,32.000596,44.330818,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Vehicle,6,5,1,0,0,0
2003,4,12,Baghdad,Baghdad,33.3,44.4,Armed Assault,NGO,Malaysia,Unknown,Firearms,Unknown Gun Type,2,0,0,2,0,0
2003,5,1,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Grenade,0,0,0,7,7,0
2003,5,8,Baghdad,Baghdad,33.3,44.4,Armed Assault,Military,United States,Unknown,Firearms,Rifle/Shotgun (non-automatic),1,1,0,0,0,0
2003,5,8,Baghdad,Baghdad,33.3,44.4,Armed Assault,Military,United States,Unknown,Firearms,Unknown Gun Type,0,0,0,1,1,0
2003,5,26,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,4,3,1
2003,5,26,Al Anbar,Hadithah,34.133066,42.383225,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,1,1,0
2003,5,26,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Grenade,1,0,1,0,0,0
2003,5,27,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Grenade,4,2,2,9,9,0
2003,7,5,Al Anbar,Ramadi,33.431899,43.311566,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Dynamite/TNT,7,0,0,40,0,0
2003,7,16,Al Anbar,Abu Ghraib,33.291944,44.065556,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,3,3,0
2003,7,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,7,16,Al Anbar,Hadithah,34.133066,42.383225,Assassination,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2003,7,16,Diyala,Sadiyah,34.186336,45.126056,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Land Mine,0,0,0,2,2,0
2003,7,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,1,1,0
2003,7,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Land Mine,NA,NA,0,NA,NA,0
2003,7,19,Baghdad,Baghdad,33.268288,44.344913,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,4,0,0
2003,8,7,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),Jordan,Ansar al-Islam,Explosives/Bombs/Dynamite,Vehicle,11,0,0,57,0,0
2003,8,19,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),International,Armed Vanguards of a Second Mohammed Army,Explosives/Bombs/Dynamite,Vehicle,24,NA,1,100,NA,0
2003,8,29,Najaf,Najaf,32.000596,44.330818,Bombing/Explosion,Religious Figures/Institutions,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,100,0,0,200,0,0
2003,9,6,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,0,NA,NA,0
2003,9,9,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,NA,NA,0
2003,9,10,Arbil,Arbil,36.191107,44.009101,Bombing/Explosion,Government (General),United States,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,4,0,1,53,4,0
2003,9,14,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,3,3,0
2003,9,15,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,NA,NA,0
2003,9,19,Saladin,Tikrit,34.604447,43.685789,Armed Assault,Military,United States,Unknown,Firearms,Automatic Weapon,3,3,0,2,2,0
2003,9,20,Baghdad,Baghdad,33.3,44.4,Assassination,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,3,0,0
2003,9,22,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),Multinational,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,1,17,0,0
2003,9,24,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,21,0,0
2003,9,24,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,NA,NA,0
2003,9,24,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Grenade,2,0,NA,20,0,NA
2003,9,25,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,NA,1,1,0
2003,9,26,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8,0,0,18,0,0
2003,9,27,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,9,29,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Land Mine,1,1,0,NA,NA,0
2003,9,29,Al Anbar,Habbaniyah,33.38223,43.572669,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,1,1,0
2003,10,7,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,0,0,0
2003,10,7,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,10,9,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Utilities,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2003,10,9,Kirkuk,Kirkuk,35.46883,44.39098,Assassination,Utilities,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,1,0,0
2003,10,9,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,9,0,1,45,0,0
2003,10,9,Baghdad,Baghdad,33.3,44.4,Assassination,Government (Diplomatic),Spain,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2003,10,12,Baghdad,Baghdad,33.318766,44.415482,Bombing/Explosion,Business,Iraq,Abu Hafs al-Masri Brigades,Explosives/Bombs/Dynamite,Vehicle,7,0,1,35,2,0
2003,10,14,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),Turkey,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,1,3,0,0
2003,10,26,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,15,NA,0
2003,10,27,Baghdad,Baghdad,33.260981,44.353256,Bombing/Explosion,NGO,Multinational,Unknown,Explosives/Bombs/Dynamite,Vehicle,13,NA,1,58,6,0
2003,10,27,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,17,1,1,58,NA,0
2003,10,27,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,NA,1,57,NA,0
2003,10,27,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,1,57,0,0
2003,11,1,Al Anbar,Fallujah,33.35004,43.783488,Unknown,Military,United States,Unknown,Unknown,NA,4,4,0,0,0,0
2003,11,3,Diyala,Unknown,33.773349,45.14945,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,15,0,0
2003,11,3,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,1,1,0
2003,11,10,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Private Citizens & Property,Israel,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,0,0,NA,0,0
2003,11,10,Nineveh,Mosul,36.34,43.13,Assassination,Business,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2003,11,11,Basra,Basra,30.5,47.816667,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,2,9,0,0
2003,11,12,Dhi Qar,Nasiriyah,31.05,46.266667,Bombing/Explosion,Military,Italy,Unknown,Explosives/Bombs/Dynamite,Vehicle,27,0,NA,80,0,0
2003,11,17,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Utilities,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,11,18,Arbil,Arbil,36.191111,44.009167,Bombing/Explosion,Telecommunication,Turkey,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2003,11,18,Baghdad,Baghdad,33.3,44.4,Armed Assault,Government (Diplomatic),Japan,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2003,11,19,Al Anbar,Ramadi,33.431899,43.311566,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,7,0,0
2003,11,20,Baghdad,Baghdad,33.3,44.4,Armed Assault,Government (Diplomatic),Jordan,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2003,11,20,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,1,40,0,0
2003,11,21,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,11,21,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,NA,0,0
2003,11,21,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,1,NA,0
2003,11,22,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,0,0,15,0,0
2003,11,22,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,0,0,15,0,0
2003,11,25,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,NA,NA,0
2003,11,25,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,NA,NA,0
2003,11,26,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),Italy,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,11,28,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,0,0,0
2003,11,29,Saladin,Tikrit,34.604447,43.685789,Armed Assault,Government (Diplomatic),Japan,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2003,11,29,Babil,Rasheed district,33.318766,44.415482,Bombing/Explosion,Government (General),Spain,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,0,0,1,0,0
2003,11,30,Saladin,Tikrit,34.604447,43.685789,Armed Assault,Utilities,South Korea,Unknown,Firearms,Unknown Gun Type,2,0,0,2,0,0
2003,12,2,Saladin,Riga,34.533753,43.483738,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,NA,NA,0
2003,12,9,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,2,0,0
2003,12,19,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Remote Trigger,1,0,0,5,0,0
2003,12,20,Saladin,Mashahidah,33.634773,44.235244,Bombing/Explosion,Utilities,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2003,12,22,Nineveh,Mosul,36.34,43.13,Armed Assault,Government (General),Iraq,Unknown,Firearms,Handgun,1,0,0,0,0,0
2003,12,24,Arbil,Arbil,36.191111,44.009167,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,1,101,0,0
2003,12,31,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,0,35,2,0
2004,4,11,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Journalists & Media,Czech Republic,Unknown,Firearms,Automatic Weapon,0,0,0,0,0,0
2004,1,7,Kirkuk,Kirkuk,35.46883,44.39098,Armed Assault,Police,Iraq,Unknown,Firearms,Automatic Weapon,2,0,0,0,0,0
2004,1,7,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,1,0,34,33,0
2004,1,8,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,9,0,0,0,0
2004,1,9,Baghdad,Baghdad,33.3,44.4,Armed Assault,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2004,1,9,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Time Fuse,5,0,0,37,0,0
2004,1,13,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,2,2,0
2004,1,14,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,1,30,0,0
2004,1,15,Saladin,Tikrit,34.604447,43.685789,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Land Mine,3,0,0,1,0,0
2004,1,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Georgia,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2004,1,18,Saladin,Tikrit,34.604447,43.685789,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,2,1,0,1
2004,1,18,Baghdad,Baghdad,33.320118,44.400986,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,25,2,NA,100,NA,0
2004,1,22,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,1,0,0
2004,1,24,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,0,38,0,0
2004,1,26,Karbala,Karbala,32.614481,44.024968,Armed Assault,Military,Poland,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2004,1,28,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,1,15,0,0
2004,1,30,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (Diplomatic),Netherlands,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2004,1,31,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,3,0,0,0,0
2004,1,31,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,14,0,0
2004,1,31,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,1,45,0,0
2004,1,31,Kirkuk,Taza Khurmatu,35.29915,44.327279,Assassination,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2004,2,1,Arbil,Arbil,36.191107,44.009101,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),50,NA,1,134,NA,0
2004,2,1,Arbil,Arbil,36.191107,44.009101,Bombing/Explosion,Violent Political Party,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),50,NA,1,133,NA,0
2004,2,10,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Private Citizens & Property,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,71,0,1,150,0,0
2004,2,11,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,47,0,1,NA,0,0
2004,2,15,Baghdad,Baghdad,33.3,44.4,Armed Assault,Religious Figures/Institutions,United States,Unknown,Firearms,Unknown Gun Type,1,1,0,3,3,0
2004,2,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Other Explosive Type,2,0,0,3,0,0
2004,2,16,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,4,4,0
2004,2,16,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,1,1,0
2004,2,16,Nineveh,Tal Afar,36.374029,42.451435,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,1,0,1,1,0
2004,2,17,Muthanna,Samawah,31.316473,45.283197,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Dynamite/TNT,0,0,0,0,0,0
2004,2,17,Muthanna,Samawah,31.316473,45.283197,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2004,2,18,Babil,Hillah,32.483333,44.433333,Bombing/Explosion,Military,Multinational,Tawhid and Jihad,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),12,NA,2,100,NA,0
2004,2,18,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Tawhid and Jihad,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,1,NA,0,NA
2004,2,22,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Grenade,0,0,0,0,0,0
2004,2,23,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,1,52,0,0
2004,3,2,Karbala,Karbala,32.614481,44.024968,Bombing/Explosion,Religious Figures/Institutions,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),110,0,1,233,0,0
2004,3,2,Baghdad,Baghdad,33.381146,44.34494,Bombing/Explosion,Private Citizens & Property,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),58,0,3,167,0,0
2004,3,9,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Grenade,0,0,0,7,0,0
2004,3,17,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Great Britain,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,28,NA,0,45,NA,0
2004,3,30,Babil,Hillah,32.483333,44.433333,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,1,6,0,0
2004,4,4,Dhi Qar,Nasiriyah,31.05,46.266667,Hostage Taking (Kidnapping),Private Citizens & Property,South Korea,Mahdi Army,Firearms,Unknown Gun Type,0,0,0,0,0,0
2004,4,5,Dhi Qar,Nasiriyah,31.05,46.266667,Hostage Taking (Kidnapping),Business,Great Britain,Unknown,Firearms,Unknown Gun Type,0,0,0,1,0,0
2004,4,7,Najaf,Najaf,32.000596,44.330818,Hostage Taking (Kidnapping),NGO,Canada,Mahdi Army,Melee,"Hands, Feet, Fists",0,0,0,1,0,0
2004,4,7,Najaf,Najaf,32.000596,44.330818,Hostage Taking (Kidnapping),Private Citizens & Property,West Bank and Gaza Strip,Ansar al-Din,Unknown,NA,NA,0,0,NA,0,0
2004,4,8,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Private Citizens & Property,South Korea,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2004,4,9,Saladin,Sab' Al Bor,33.462734,44.157775,Hostage Taking (Kidnapping),Private Citizens & Property,Japan,Mujahedeen Brigades,Firearms,Automatic Weapon,0,0,0,0,0,0
2004,4,9,Al Anbar,Abu Ghraib,33.291944,44.065556,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Mujahedeen Group,Firearms,Automatic Weapon,8,NA,0,NA,1,NA
2004,4,10,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Police,Italy,Unknown,Firearms,Automatic Weapon,1,0,0,NA,0,NA
2004,4,11,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Journalists & Media,France,Unknown,Firearms,Rifle/Shotgun (non-automatic),0,0,0,1,0,0
2004,4,13,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Journalists & Media,Japan,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2004,4,15,Baghdad,Baghdad,33.3,44.4,Assassination,Government (Diplomatic),Iran,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2004,4,16,Karbala,Karbala,32.614481,44.024968,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2004,4,20,Al Anbar,Abu Ghraib,33.291944,44.065556,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",22,0,0,120,0,0
2004,4,21,Basra,Basra,30.5,47.816667,Bombing/Explosion,Police,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,74,0,0,100,0,0
2004,4,24,Basra,Basra,30.5,47.816667,Bombing/Explosion,Maritime,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,6,3,NA,4,4,NA
2004,4,24,Basra,Basra district,30.5,47.816667,Bombing/Explosion,Business,Iraq,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,3,3,NA,4,0,0
2004,4,24,Saladin,Tikrit,34.604447,43.685789,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,1,16,0,0
2004,4,24,Qadisiyah,Diwaniyah,31.988807,44.924958,Bombing/Explosion,Military,Spain,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,2,0,0,0
2004,4,24,Baghdad,Baghdad,33.389934,44.460652,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",8,0,NA,41,0,NA
2004,5,6,Baghdad,Baghdad,33.3,44.4,Armed Assault,Journalists & Media,Poland,Unknown,Firearms,Automatic Weapon,2,0,0,1,0,0
2004,5,6,Baghdad,Baghdad,33.295631,44.400214,Bombing/Explosion,Military,Multinational,Tawhid and Jihad,Explosives/Bombs/Dynamite,Vehicle,7,1,1,25,3,0
2004,4,10,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Private Citizens & Property,United States,Tawhid and Jihad,Melee,Knife or Other Sharp Object,1,1,0,0,0,0
